START.DATE,END.DATE,CONTACT.TYPE,Contacts
2014-02-14,2014-02-14,Fax Acknowledgement - Input,9
2014-02-14,2014-02-14,Installation Report - Input,1
2014-02-14,2014-02-14,Internal Management,75
2014-02-14,2014-02-14,Mail - Input,4
2014-02-14,2014-02-14,Mail - Recieved,152
2014-02-14,2014-02-14,Visit,510
2014-02-14,2014-02-14,Web - Input,265
2014-02-15,2014-02-15,Call - Input,168
2014-02-15,2014-02-15,Fax - Input,4
2014-02-15,2014-02-15,Mail - Recieved,23
2014-02-15,2014-02-15,Web - Input,111
2014-02-16,2014-02-16,Call - Input,132
2014-02-16,2014-02-16,Mail - Recieved,1
2014-02-16,2014-02-16,Web - Input,118
2014-02-17,2014-02-17,Call - Input,4522
2014-02-17,2014-02-17,Fax - Input,9
2014-02-17,2014-02-17,Fax Acknowledgement - Input,8
2014-02-17,2014-02-17,Internal Management,110
2014-02-17,2014-02-17,Mail - Input,8
2014-02-17,2014-02-17,Mail - Recieved,152
2014-02-17,2014-02-17,Visit,621
2014-02-17,2014-02-17,Web - Input,425
2014-02-18,2014-02-18,Call - Input,4067
2014-02-18,2014-02-18,Fax - Input,14
2014-02-18,2014-02-18,Fax Acknowledgement - Input,14
2014-02-18,2014-02-18,Internal Management,107
2014-02-18,2014-02-18,Mail - Input,8
2014-02-18,2014-02-18,Mail - Recieved,165
2014-02-18,2014-02-18,Visit,636
2014-02-18,2014-02-18,Web - Input,376
2014-02-18,2014-02-19,Call - Input,1
2014-02-19,2014-02-19,Call - Input,4002
2014-02-19,2014-02-19,Fax - Input,7
2014-02-19,2014-02-19,Fax Acknowledgement - Input,5
2014-02-19,2014-02-19,Internal Management,76
2014-02-19,2014-02-19,Mail - Input,1
2014-02-19,2014-02-19,Mail - Recieved,161
2014-02-19,2014-02-19,Visit,614
2014-02-19,2014-02-19,Web - Input,468
2014-02-19,2014-02-20,Call - Input,1
2014-02-20,2014-02-20,Call - Input,3698
2014-02-20,2014-02-20,Fax - Input,16
2014-02-20,2014-02-20,Fax Acknowledgement - Input,10
2014-02-20,2014-02-20,Internal Management,104
2014-02-20,2014-02-20,Mail - Input,7
2014-02-20,2014-02-20,Mail - Recieved,174
2014-02-20,2014-02-20,Visit,567
2014-02-20,2014-02-20,Web - Input,381
2014-02-21,2014-02-21,Call - Input,3421
2014-02-21,2014-02-21,Fax - Input,15
2014-02-21,2014-02-21,Fax Acknowledgement - Input,7
2014-02-21,2014-02-21,Installation Report - Input,2
2014-02-21,2014-02-21,Internal Management,89
2014-02-21,2014-02-21,Mail - Input,5
2014-02-21,2014-02-21,Mail - Recieved,126
2014-02-21,2014-02-21,Visit,474
2014-02-21,2014-02-21,Web - Input,275
2014-02-22,2014-02-22,Call - Input,119
2014-02-22,2014-02-22,Fax - Input,1
2014-02-22,2014-02-22,Fax Acknowledgement - Input,1
2014-02-22,2014-02-22,Internal Management,4
2014-02-22,2014-02-22,Mail - Recieved,27
2014-02-22,2014-02-22,Web - Input,155
2014-02-23,2014-02-23,Call - Input,47
2014-02-23,2014-02-23,Internal Management,6
2014-02-23,2014-02-23,Web - Input,103
2014-02-24,2014-02-24,Call - Input,4513
2014-02-24,2014-02-24,Fax - Input,18
2014-02-24,2014-02-24,Fax Acknowledgement - Input,13
2014-02-24,2014-02-24,Internal Management,94
2014-02-24,2014-02-24,Mail - Input,1
2014-02-24,2014-02-24,Mail - Recieved,147
2014-02-24,2014-02-24,Visit,628
2014-02-24,2014-02-24,Web - Input,391
2014-02-25,2014-02-25,Call - Input,4605
2014-02-25,2014-02-25,Fax - Input,22
2014-02-25,2014-02-25,Fax Acknowledgement - Input,16
2014-02-25,2014-02-25,Internal Management,58
2014-02-25,2014-02-25,Mail - Input,7
2014-02-25,2014-02-25,Mail - Recieved,200
2014-02-25,2014-02-25,Visit,701
2014-02-25,2014-02-25,Web - Input,381
2014-02-26,2014-02-26,Call - Input,3989
2014-02-26,2014-02-26,Fax - Input,16
2014-02-26,2014-02-26,Fax Acknowledgement - Input,11
2014-02-26,2014-02-26,Internal Management,63
2014-02-26,2014-02-26,Mail - Input,13
2014-02-26,2014-02-26,Mail - Recieved,185
2014-02-26,2014-02-26,Visit,636
2014-02-26,2014-02-26,Web - Input,415
2014-02-26,2014-02-27,Call - Input,1
2014-02-27,2014-02-27,Call - Input,3910
2014-02-27,2014-02-27,Fax - Input,6
2014-02-27,2014-02-27,Fax Acknowledgement - Input,5
2014-02-27,2014-02-27,Internal Management,68
2014-02-27,2014-02-27,Mail - Input,9
2014-02-27,2014-02-27,Mail - Recieved,161
2014-02-27,2014-02-27,Visit,541
2014-02-27,2014-02-27,Web - Input,366
2014-02-28,2014-02-28,Call - Input,3902
2014-02-28,2014-02-28,Fax - Input,23
2014-02-28,2014-02-28,Fax Acknowledgement - Input,15
2014-02-28,2014-02-28,Internal Management,52
2014-02-28,2014-02-28,Mail - Input,7
2014-02-28,2014-02-28,Mail - Recieved,172
2014-02-28,2014-02-28,Visit,379
2014-02-28,2014-02-28,Web - Input,326
2014-03-01,2014-03-01,Call - Input,151
2014-03-01,2014-03-01,Fax - Input,1
2014-03-01,2014-03-01,Fax Acknowledgement - Input,1
2014-03-01,2014-03-01,Internal Management,10
2014-03-01,2014-03-01,Mail - Recieved,21
2014-03-01,2014-03-01,Web - Input,174
2014-03-02,2014-03-02,Call - Input,82
2014-03-02,2014-03-02,Internal Management,5
2014-03-02,2014-03-02,Mail - Recieved,1
2014-03-02,2014-03-02,Web - Input,89
2014-03-03,2014-03-03,Call - Input,4859
2014-03-03,2014-03-03,Fax - Input,6
2014-03-03,2014-03-03,Fax Acknowledgement - Input,5
2014-03-03,2014-03-03,Internal Management,111
2014-03-03,2014-03-03,Mail - Input,6
2014-03-03,2014-03-03,Mail - Recieved,109
2014-03-03,2014-03-03,Visit,696
2014-03-03,2014-03-03,Web - Input,390
2014-03-03,2014-03-04,Call - Input,1
2014-03-04,2014-03-04,Call - Input,4255
2014-03-04,2014-03-04,Fax - Input,15
2014-03-04,2014-03-04,Fax Acknowledgement - Input,6
2014-03-04,2014-03-04,Installation Report - Input,1
2014-03-04,2014-03-04,Internal Management,85
2014-03-04,2014-03-04,Mail - Input,13
2014-03-04,2014-03-04,Mail - Recieved,125
2014-03-04,2014-03-04,Tweet - Input,1
2014-03-04,2014-03-04,Visit,628
2014-03-04,2014-03-04,Web - Input,437
2014-03-05,2014-03-05,Call - Input,4204
2014-03-05,2014-03-05,Fax - Input,11
2014-03-05,2014-03-05,Fax Acknowledgement - Input,5
2014-03-05,2014-03-05,Internal Management,68
2014-03-05,2014-03-05,Mail - Input,8
2014-03-05,2014-03-05,Mail - Recieved,169
2014-03-05,2014-03-05,Visit,533
2014-03-05,2014-03-05,Web - Input,440
2014-03-06,2014-03-06,Call - Input,3929
2014-03-06,2014-03-06,Fax - Input,11
2014-03-06,2014-03-06,Fax Acknowledgement - Input,7
2014-03-06,2014-03-06,Installation Report - Input,1
2014-03-06,2014-03-06,Internal Management,72
2014-03-06,2014-03-06,Mail - Input,1
2014-03-06,2014-03-06,Mail - Recieved,154
2014-03-06,2014-03-06,Visit,532
2014-03-06,2014-03-06,Web - Input,385
2014-03-07,2014-03-07,Call - Input,3365
2014-03-07,2014-03-07,Fax - Input,11
2014-03-07,2014-03-07,Fax Acknowledgement - Input,9
2014-03-07,2014-03-07,Installation Report - Input,2
2014-03-07,2014-03-07,Internal Management,73
2014-03-07,2014-03-07,Mail - Input,8
2014-03-07,2014-03-07,Mail - Recieved,148
2014-03-07,2014-03-07,Visit,481
2014-03-07,2014-03-07,Web - Input,311
2014-03-08,2014-03-08,Call - Input,168
2014-03-08,2014-03-08,Internal Management,7
2014-03-08,2014-03-08,Mail - Recieved,15
2014-03-08,2014-03-08,Web - Input,99
2014-03-09,2014-03-09,Call - Input,79
2014-03-09,2014-03-09,Internal Management,1
2014-03-09,2014-03-09,Web - Input,79
2014-03-10,2014-03-10,Call - Input,4671
2014-03-10,2014-03-10,Fax - Input,13
2014-03-10,2014-03-10,Fax Acknowledgement - Input,6
2014-03-10,2014-03-10,Internal Management,90
2014-03-10,2014-03-10,Mail - Input,5
2014-03-10,2014-03-10,Mail - Recieved,134
2014-03-10,2014-03-10,Visit,702
2014-03-10,2014-03-10,Web - Input,361
2014-03-11,2014-03-11,Call - Input,3989
2014-03-11,2014-03-11,Fax - Input,9
2014-03-11,2014-03-11,Fax Acknowledgement - Input,6
2014-03-11,2014-03-11,Internal Management,83
2014-03-11,2014-03-11,Mail - Input,12
2014-03-11,2014-03-11,Mail - Recieved,127
2014-03-11,2014-03-11,Visit,607
2014-03-11,2014-03-11,Web - Input,376
2014-03-11,2014-03-12,Call - Input,1
2014-03-12,2014-03-12,Call - Input,3526
2014-03-12,2014-03-12,Fax - Input,4
2014-03-12,2014-03-12,Fax Acknowledgement - Input,3
2014-03-12,2014-03-12,Internal Management,78
2014-03-12,2014-03-12,Mail - Input,9
2014-03-12,2014-03-12,Mail - Recieved,169
2014-03-12,2014-03-12,Visit,529
2014-03-12,2014-03-12,Web - Input,348
2014-03-13,2014-03-13,Call - Input,3749
2014-03-13,2014-03-13,Fax - Input,17
2014-03-13,2014-03-13,Fax Acknowledgement - Input,6
2014-03-13,2014-03-13,Internal Management,104
2014-03-13,2014-03-13,Mail - Input,13
2014-03-13,2014-03-13,Mail - Recieved,146
2014-03-13,2014-03-13,Visit,548
2014-03-13,2014-03-13,Web - Input,344
2014-03-14,2014-03-14,Call - Input,3200
2014-03-14,2014-03-14,Fax - Input,18
2014-03-14,2014-03-14,Fax Acknowledgement - Input,16
2014-03-14,2014-03-14,Internal Management,136
2014-03-14,2014-03-14,Mail - Input,7
2014-03-14,2014-03-14,Mail - Recieved,166
2014-03-14,2014-03-14,Visit,475
2014-03-14,2014-03-14,Web - Input,351
2014-03-15,2014-03-15,Call - Input,89
2014-03-15,2014-03-15,Fax - Input,1
2014-03-15,2014-03-15,Fax Acknowledgement - Input,1
2014-03-15,2014-03-15,Internal Management,2
2014-03-15,2014-03-15,Mail - Recieved,5
2014-03-15,2014-03-15,Web - Input,80
2014-03-16,2014-03-16,Call - Input,71
2014-03-16,2014-03-16,Internal Management,1
2014-03-16,2014-03-16,Web - Input,84
2014-03-16,2014-03-17,Call - Input,1
2014-03-17,2014-03-17,Call - Input,4240
2014-03-17,2014-03-17,Fax - Input,9
2014-03-17,2014-03-17,Fax Acknowledgement - Input,3
2014-03-17,2014-03-17,Installation Report - Input,1
2014-03-17,2014-03-17,Internal Management,88
2014-03-17,2014-03-17,Mail - Input,3
2014-03-17,2014-03-17,Mail - Recieved,108
2014-03-17,2014-03-17,Visit,630
2014-03-17,2014-03-17,Web - Input,343
2014-03-17,2014-03-18,Call - Input,1
2014-03-18,2014-03-18,Call - Input,3801
2014-03-18,2014-03-18,Fax - Input,15
2014-03-18,2014-03-18,Fax Acknowledgement - Input,7
2014-03-18,2014-03-18,Internal Management,64
2014-03-18,2014-03-18,Mail - Input,1
2014-03-18,2014-03-18,Mail - Recieved,170
2014-03-18,2014-03-18,Visit,558
2014-03-18,2014-03-18,Web - Input,374
2014-03-19,2014-03-19,Call - Input,3690
2014-03-19,2014-03-19,Fax - Input,23
2014-03-19,2014-03-19,Fax Acknowledgement - Input,15
2014-03-19,2014-03-19,Internal Management,81
2014-03-19,2014-03-19,Mail - Recieved,163
2014-03-19,2014-03-19,Visit,489
2014-03-19,2014-03-19,Web - Input,391
2014-03-19,2014-03-20,Call - Input,1
2014-03-20,2014-03-20,Call - Input,3617
2014-03-20,2014-03-20,Fax - Input,7
2014-03-20,2014-03-20,Fax Acknowledgement - Input,4
2014-03-20,2014-03-20,Internal Management,80
2014-03-20,2014-03-20,Mail - Input,4
2014-03-20,2014-03-20,Mail - Recieved,158
2014-03-20,2014-03-20,Visit,538
2014-03-20,2014-03-20,Web - Input,366
2014-03-21,2014-03-21,Call - Input,3204
2014-03-21,2014-03-21,Fax - Input,7
2014-03-21,2014-03-21,Fax Acknowledgement - Input,4
2014-03-21,2014-03-21,Internal Management,110
2014-03-21,2014-03-21,Mail - Input,1
2014-03-21,2014-03-21,Mail - Recieved,131
2014-03-21,2014-03-21,Visit,449
2014-03-21,2014-03-21,Web - Input,259
2014-03-22,2014-03-22,Call - Input,134
2014-03-22,2014-03-22,Fax - Input,2
2014-03-22,2014-03-22,Fax Acknowledgement - Input,1
2014-03-22,2014-03-22,Internal Management,3
2014-03-22,2014-03-22,Mail - Recieved,20
2014-03-22,2014-03-22,Web - Input,135
2014-03-23,2014-03-23,Call - Input,158
2014-03-23,2014-03-23,Internal Management,10
2014-03-23,2014-03-23,Web - Input,93
2014-03-23,2014-03-24,Call - Input,1
2014-03-24,2014-03-24,Call - Input,3944
2014-03-24,2014-03-24,Fax - Input,10
2014-03-24,2014-03-24,Fax Acknowledgement - Input,3
2014-03-24,2014-03-24,Installation Report - Input,1
2014-03-24,2014-03-24,Internal Management,122
2014-03-24,2014-03-24,Mail - Input,9
2014-03-24,2014-03-24,Mail - Recieved,141
2014-03-24,2014-03-24,Visit,612
2014-03-24,2014-03-24,Web - Input,380
2014-03-25,2014-03-25,Call - Input,3916
2014-03-25,2014-03-25,Fax - Input,8
2014-03-25,2014-03-25,Fax Acknowledgement - Input,3
2014-03-25,2014-03-25,Internal Management,122
2014-03-25,2014-03-25,Mail - Input,9
2014-03-25,2014-03-25,Mail - Recieved,142
2014-03-25,2014-03-25,Visit,597
2014-03-25,2014-03-25,Web - Input,328
2014-03-26,2014-03-26,Call - Input,3802
2014-03-26,2014-03-26,Fax - Input,35
2014-03-26,2014-03-26,Fax Acknowledgement - Input,13
2014-03-26,2014-03-26,Internal Management,111
2014-03-26,2014-03-26,Mail - Input,9
2014-03-26,2014-03-26,Mail - Recieved,133
2014-03-26,2014-03-26,Visit,518
2014-03-26,2014-03-26,Web - Input,366
2014-03-27,2014-03-27,Call - Input,3912
2014-03-27,2014-03-27,Fax - Input,11
2014-03-27,2014-03-27,Fax Acknowledgement - Input,7
2014-03-27,2014-03-27,Installation Report - Input,1
2014-03-27,2014-03-27,Internal Management,83
2014-03-27,2014-03-27,Mail - Input,3
2014-03-27,2014-03-27,Mail - Recieved,167
2014-03-27,2014-03-27,Visit,578
2014-03-27,2014-03-27,Web - Input,332
2014-03-28,2014-03-28,Call - Input,3449
2014-03-28,2014-03-28,Fax - Input,10
2014-03-28,2014-03-28,Fax Acknowledgement - Input,7
2014-03-28,2014-03-28,Internal Management,83
2014-03-28,2014-03-28,Mail - Input,4
2014-03-28,2014-03-28,Mail - Recieved,137
2014-03-28,2014-03-28,Visit,488
2014-03-28,2014-03-28,Web - Input,274
2014-03-29,2014-03-29,Call - Input,165
2014-03-29,2014-03-29,Internal Management,3
2014-03-29,2014-03-29,Mail - Recieved,30
2014-03-29,2014-03-29,Web - Input,129
2014-03-30,2014-03-30,Call - Input,69
2014-03-30,2014-03-30,Internal Management,3
2014-03-30,2014-03-30,Mail - Recieved,1
2014-03-30,2014-03-30,Web - Input,106
2014-03-31,2014-03-31,Call - Input,4692
2014-03-31,2014-03-31,Fax - Input,31
2014-03-31,2014-03-31,Fax Acknowledgement - Input,12
2014-03-31,2014-03-31,Internal Management,94
2014-03-31,2014-03-31,Mail - Input,4
2014-03-31,2014-03-31,Mail - Recieved,166
2014-03-31,2014-03-31,Tweet - Input,1
2014-03-31,2014-03-31,Visit,630
2014-03-31,2014-03-31,Web - Input,365
2014-03-31,2014-04-01,Call - Input,1
2014-04-01,2014-04-01,Call - Input,4184
2014-04-01,2014-04-01,Fax - Input,11
2014-04-01,2014-04-01,Fax Acknowledgement - Input,9
2014-04-01,2014-04-01,Internal Management,106
2014-04-01,2014-04-01,Mail - Input,5
2014-04-01,2014-04-01,Mail - Recieved,96
2014-04-01,2014-04-01,Visit,556
2014-04-01,2014-04-01,Web - Input,347
2014-04-02,2014-04-02,Call - Input,3956
2014-04-02,2014-04-02,Fax - Input,15
2014-04-02,2014-04-02,Fax Acknowledgement - Input,7
2014-04-02,2014-04-02,Internal Management,69
2014-04-02,2014-04-02,Mail - Input,13
2014-04-02,2014-04-02,Mail - Recieved,136
2014-04-02,2014-04-02,Tweet - Input,1
2014-04-02,2014-04-02,Visit,502
2014-04-02,2014-04-02,Web - Input,324
2014-04-03,2014-04-03,Call - Input,3706
2014-04-03,2014-04-03,Fax - Input,16
2014-04-03,2014-04-03,Fax Acknowledgement - Input,12
2014-04-03,2014-04-03,Internal Management,114
2014-04-03,2014-04-03,Mail - Input,8
2014-04-03,2014-04-03,Mail - Recieved,160
2014-04-03,2014-04-03,Visit,431
2014-04-03,2014-04-03,Web - Input,362
2014-04-04,2014-04-04,Call - Input,3374
2014-04-04,2014-04-04,Fax - Input,15
2014-04-04,2014-04-04,Fax Acknowledgement - Input,10
2014-04-04,2014-04-04,Internal Management,126
2014-04-04,2014-04-04,Mail - Input,8
2014-04-04,2014-04-04,Mail - Recieved,161
2014-04-04,2014-04-04,Visit,441
2014-04-04,2014-04-04,Web - Input,373
2014-04-04,2014-04-05,Call - Input,1
2014-04-05,2014-04-05,Call - Input,88
2014-04-05,2014-04-05,Fax - Input,1
2014-04-05,2014-04-05,Fax Acknowledgement - Input,1
2014-04-05,2014-04-05,Internal Management,1
2014-04-05,2014-04-05,Mail - Recieved,12
2014-04-05,2014-04-05,Web - Input,100
2014-04-05,2014-04-06,Call - Input,1
2014-04-06,2014-04-06,Call - Input,75
2014-04-06,2014-04-06,Internal Management,1
2014-04-06,2014-04-06,Mail - Recieved,1
2014-04-06,2014-04-06,Web - Input,84
2014-04-07,2014-04-07,Call - Input,4382
2014-04-07,2014-04-07,Fax - Input,6
2014-04-07,2014-04-07,Fax Acknowledgement - Input,3
2014-04-07,2014-04-07,Installation Report - Input,1
2014-04-07,2014-04-07,Internal Management,124
2014-04-07,2014-04-07,Mail - Input,2
2014-04-07,2014-04-07,Mail - Recieved,135
2014-04-07,2014-04-07,Visit,611
2014-04-07,2014-04-07,Web - Input,317
2014-04-08,2014-04-08,Call - Input,3724
2014-04-08,2014-04-08,Fax - Input,9
2014-04-08,2014-04-08,Fax Acknowledgement - Input,6
2014-04-08,2014-04-08,Internal Management,81
2014-04-08,2014-04-08,Mail - Input,15
2014-04-08,2014-04-08,Mail - Recieved,154
2014-04-08,2014-04-08,Visit,529
2014-04-08,2014-04-08,Web - Input,408
2014-04-08,2014-04-09,Call - Input,1
2014-04-09,2014-04-09,Call - Input,3522
2014-04-09,2014-04-09,Fax - Input,12
2014-04-09,2014-04-09,Fax Acknowledgement - Input,10
2014-04-09,2014-04-09,Installation Report - Input,1
2014-04-09,2014-04-09,Internal Management,92
2014-04-09,2014-04-09,Mail - Input,10
2014-04-09,2014-04-09,Mail - Recieved,141
2014-04-09,2014-04-09,Visit,511
2014-04-09,2014-04-09,Web - Input,336
2014-04-10,2014-04-10,Call - Input,3614
2014-04-10,2014-04-10,Fax - Input,9
2014-04-10,2014-04-10,Fax Acknowledgement - Input,5
2014-04-10,2014-04-10,Internal Management,101
2014-04-10,2014-04-10,Mail - Input,5
2014-04-10,2014-04-10,Mail - Recieved,121
2014-04-10,2014-04-10,Visit,535
2014-04-10,2014-04-10,Web - Input,359
2014-04-11,2014-04-11,Call - Input,3117
2014-04-11,2014-04-11,Fax - Input,12
2014-04-11,2014-04-11,Fax Acknowledgement - Input,8
2014-04-11,2014-04-11,Internal Management,102
2014-04-11,2014-04-11,Mail - Input,3
2014-04-11,2014-04-11,Mail - Recieved,190
2014-04-11,2014-04-11,Visit,445
2014-04-11,2014-04-11,Web - Input,261
2014-04-12,2014-04-12,Call - Input,102
2014-04-12,2014-04-12,Internal Management,8
2014-04-12,2014-04-12,Mail - Recieved,10
2014-04-12,2014-04-12,Web - Input,112
2014-04-13,2014-04-13,Call - Input,123
2014-04-13,2014-04-13,Internal Management,14
2014-04-13,2014-04-13,Mail - Recieved,1
2014-04-13,2014-04-13,Web - Input,86
2014-04-14,2014-04-14,Call - Input,3842
2014-04-14,2014-04-14,Fax - Input,13
2014-04-14,2014-04-14,Fax Acknowledgement - Input,8
2014-04-14,2014-04-14,Internal Management,60
2014-04-14,2014-04-14,Mail - Input,2
2014-04-14,2014-04-14,Mail - Recieved,143
2014-04-14,2014-04-14,Visit,595
2014-04-14,2014-04-14,Web - Input,319
2014-04-14,2014-04-15,Call - Input,2
2014-04-15,2014-04-15,Call - Input,3395
2014-04-15,2014-04-15,Fax - Input,11
2014-04-15,2014-04-15,Fax Acknowledgement - Input,7
2014-04-15,2014-04-15,Internal Management,107
2014-04-15,2014-04-15,Mail - Input,1
2014-04-15,2014-04-15,Mail - Recieved,138
2014-04-15,2014-04-15,Tweet - Input,1
2014-04-15,2014-04-15,Visit,545
2014-04-15,2014-04-15,Web - Input,308
2014-04-16,2014-04-16,Call - Input,2765
2014-04-16,2014-04-16,Fax - Input,6
2014-04-16,2014-04-16,Fax Acknowledgement - Input,3
2014-04-16,2014-04-16,Internal Management,58
2014-04-16,2014-04-16,Mail - Input,4
2014-04-16,2014-04-16,Mail - Recieved,150
2014-04-16,2014-04-16,Visit,467
2014-04-16,2014-04-16,Web - Input,243
2014-04-16,2014-04-17,Call - Input,1
2014-04-17,2014-04-17,Call - Input,2018
2014-04-17,2014-04-17,Fax - Input,9
2014-04-17,2014-04-17,Fax Acknowledgement - Input,7
2014-04-17,2014-04-17,Internal Management,10
2014-04-17,2014-04-17,Mail - Recieved,76
2014-04-17,2014-04-17,Web - Input,162
2014-04-18,2014-04-18,Call - Input,100
2014-04-18,2014-04-18,Internal Management,6
2014-04-18,2014-04-18,Web - Input,55
2014-04-18,2014-04-19,Call - Input,1
2014-04-19,2014-04-19,Call - Input,141
2014-04-19,2014-04-19,Fax - Input,1
2014-04-19,2014-04-19,Fax Acknowledgement - Input,1
2014-04-19,2014-04-19,Internal Management,11
2014-04-19,2014-04-19,Mail - Recieved,5
2014-04-19,2014-04-19,Web - Input,58
2014-04-20,2014-04-20,Call - Input,100
2014-04-20,2014-04-20,Internal Management,11
2014-04-20,2014-04-20,Mail - Recieved,3
2014-04-20,2014-04-20,Web - Input,58
2014-04-21,2014-04-21,Call - Input,118
2014-04-21,2014-04-21,Internal Management,8
2014-04-21,2014-04-21,Mail - Recieved,28
2014-04-21,2014-04-21,Web - Input,139
2014-04-22,2014-04-22,Call - Input,4156
2014-04-22,2014-04-22,Fax - Input,13
2014-04-22,2014-04-22,Fax Acknowledgement - Input,7
2014-04-22,2014-04-22,Internal Management,114
2014-04-22,2014-04-22,Mail - Recieved,123
2014-04-22,2014-04-22,Visit,637
2014-04-22,2014-04-22,Web - Input,331
2014-04-23,2014-04-23,Call - Input,3294
2014-04-23,2014-04-23,Fax - Input,15
2014-04-23,2014-04-23,Fax Acknowledgement - Input,6
2014-04-23,2014-04-23,Internal Management,84
2014-04-23,2014-04-23,Mail - Input,13
2014-04-23,2014-04-23,Mail - Recieved,141
2014-04-23,2014-04-23,Visit,482
2014-04-23,2014-04-23,Web - Input,245
2014-04-24,2014-04-24,Call - Input,3386
2014-04-24,2014-04-24,Fax - Input,10
2014-04-24,2014-04-24,Fax Acknowledgement - Input,5
2014-04-24,2014-04-24,Internal Management,81
2014-04-24,2014-04-24,Mail - Input,13
2014-04-24,2014-04-24,Mail - Recieved,176
2014-04-24,2014-04-24,Visit,495
2014-04-24,2014-04-24,Web - Input,306
2014-04-25,2014-04-25,Call - Input,3137
2014-04-25,2014-04-25,Fax - Input,8
2014-04-25,2014-04-25,Fax Acknowledgement - Input,6
2014-04-25,2014-04-25,Internal Management,57
2014-04-25,2014-04-25,Mail - Input,6
2014-04-25,2014-04-25,Mail - Recieved,135
2014-04-25,2014-04-25,Visit,478
2014-04-25,2014-04-25,Web - Input,310
2014-04-25,2014-04-26,Call - Input,1
2014-04-26,2014-04-26,Call - Input,192
2014-04-26,2014-04-26,Fax - Input,3
2014-04-26,2014-04-26,Fax Acknowledgement - Input,2
